Business_ID,Business_Age_Years,Industry,Region,Annual_Revenue_AUD,Annual_Profit_AUD,Total_Assets_AUD,Total_Liabilities_AUD,Owner_Credit_Score,Loan_Amount_AUD,Loan_Term_Months,Previous_Loans,Previous_Defaults,Industry_Growth_Rate,Debt_to_Asset_Ratio,Profit_Margin,Loan_to_Revenue_Ratio,Net_Worth,Revenue_per_Year_in_Business,Interest_Coverage_Ratio,Risk_Score,Defaulted,Business_Age_Category,Credit_Score_Category,Loan_Size_Category,Leverage_Category
BIZ1305,23,IT,ACT,30000,682,25516,10703,527,9217,48,1,0,3.38,0.419,0.023,0.307,14813,1250.0,0.924,0.423,0,Mature,Fair,Small,Low
BIZ1306,5,IT,QLD,93511,18670,33415,58655,827,23035,36,0,0,-0.56,1.755,0.2,0.246,-25240,15585.17,10.126,0.295,0,Established,Excellent,Small,High
BIZ1307,3,Healthcare,NSW,99759,14916,32023,63052,713,35192,12,1,0,4.59,1.969,0.15,0.353,-31029,24939.75,5.296,0.421,0,Established,Good,Small,High
BIZ1308,10,IT,WA,143866,802,137204,99925,338,63094,12,0,0,3.44,0.728,0.006,0.439,37279,13078.73,0.159,0.534,1,Mature,Poor,Medium,Medium
BIZ1309,2,Construction,TAS,95877,17788,51522,24835,840,40900,12,1,0,4.69,0.482,0.186,0.427,26687,31959.0,5.435,0.135,0,Startup,Excellent,Small,Low
BIZ1310,4,Professional Services,SA,405361,70781,118446,267472,509,135202,36,0,0,3.54,2.258,0.175,0.334,-149026,81072.2,6.543,0.645,1,Established,Fair,Medium,High
BIZ1311,1,Professional Services,NSW,114854,11082,36453,22034,721,35074,48,1,0,3.36,0.604,0.096,0.305,14419,57427.0,3.948,0.254,0,Startup,Good,Small,Medium
BIZ1312,1,Retail,NSW,206391,5523,127457,80800,360,55477,24,2,0,-2.96,0.634,0.027,0.269,46657,103195.5,1.244,0.809,1,Startup,Poor,Medium,Medium
BIZ1313,20,Education,TAS,59490,1243,54749,26670,762,31175,36,3,0,5.91,0.487,0.021,0.524,28079,2832.86,0.498,0.108,0,Mature,Excellent,Small,Low
BIZ1314,11,Healthcare,WA,107423,25076,204425,178027,584,24918,36,1,0,-1.46,0.871,0.233,0.232,26398,8951.92,12.573,0.364,0,Mature,Fair,Small,Medium
BIZ1315,8,Retail,WA,291646,37963,319281,274758,574,56185,24,4,2,5.61,0.861,0.13,0.193,44523,32405.11,8.444,0.66,1,Established,Fair,Medium,Medium
BIZ1316,4,Education,NT,83584,852,54435,75014,428,38350,36,3,1,2.28,1.378,0.01,0.459,-20579,16716.8,0.278,0.785,1,Established,Poor,Small,High
BIZ1317,2,IT,ACT,112934,9255,116137,64197,828,27992,36,2,0,-2.32,0.553,0.082,0.248,51940,37644.67,4.131,0.1,0,Startup,Excellent,Small,Medium
BIZ1318,2,Retail,QLD,196142,4485,191173,52998,627,101179,36,1,0,2.24,0.277,0.023,0.516,138175,65380.67,0.554,0.507,0,Startup,Good,Medium,Low
BIZ1319,2,Manufacturing,ACT,58714,5090,74918,40654,639,13524,36,3,0,-2.0,0.543,0.087,0.23,34264,19571.33,4.7,0.277,0,Startup,Good,Small,Medium
BIZ1320,5,IT,TAS,30000,3296,23980,51272,694,13082,36,3,0,5.82,2.138,0.11,0.436,-27292,5000.0,3.146,0.425,0,Established,Good,Small,High
BIZ1321,8,Education,ACT,118054,505,179982,24927,716,8831,60,2,1,0.95,0.138,0.004,0.075,155055,13117.11,0.714,0.311,0,Established,Good,Small,Low
BIZ1322,7,Healthcare,TAS,197218,8879,264801,88889,401,51682,36,1,0,-0.62,0.336,0.045,0.262,175912,24652.25,2.147,0.377,0,Established,Poor,Medium,Low
BIZ1323,2,Education,WA,38329,825,32977,11561,739,9152,36,2,0,4.48,0.351,0.022,0.239,21416,12776.33,1.125,0.222,1,Startup,Good,Small,Low
BIZ1324,19,Retail,QLD,157811,20811,120284,108098,505,78775,36,2,1,2.37,0.899,0.132,0.499,12186,7890.55,3.302,0.707,1,Mature,Fair,Medium,Medium
BIZ1325,9,Retail,ACT,158558,34470,225420,82249,837,92261,12,4,0,4.06,0.365,0.217,0.582,143171,15855.8,4.67,0.12,0,Mature,Excellent,Medium,Low
BIZ1326,5,Hospitality,NSW,30000,4111,16008,11839,760,9104,36,1,0,2.16,0.74,0.137,0.303,4169,5000.0,5.637,0.239,0,Established,Excellent,Small,Medium
BIZ1327,6,Healthcare,VIC,51256,2287,16994,5472,716,25815,36,0,0,5.97,0.322,0.045,0.504,11522,7322.29,1.107,0.161,0,Established,Good,Small,Low
BIZ1328,4,Agriculture,NT,74825,17986,24723,35054,613,32536,24,6,2,1.3,1.418,0.24,0.435,-10331,14965.0,6.907,0.739,1,Established,Fair,Small,High
BIZ1329,2,IT,SA,87052,3862,44198,21041,836,50669,36,2,0,-2.23,0.476,0.044,0.582,23157,29017.33,0.953,0.11,0,Startup,Excellent,Medium,Low
BIZ1330,3,Professional Services,NSW,58677,3314,71367,28891,361,29110,12,2,1,-0.78,0.405,0.056,0.496,42476,14669.25,1.422,0.548,0,Established,Poor,Small,Low
BIZ1331,9,Healthcare,WA,56505,6663,35896,20907,500,5233,36,1,0,3.81,0.582,0.118,0.093,14989,5650.5,15.878,0.358,0,Mature,Poor,Small,Medium
BIZ1332,1,Professional Services,SA,318073,57822,294415,194638,605,140685,24,5,2,0.53,0.661,0.182,0.442,99777,159036.5,5.137,0.588,1,Startup,Fair,Medium,Medium
BIZ1333,1,Healthcare,VIC,91556,9083,55688,11920,654,31543,12,2,1,6.35,0.214,0.099,0.345,43768,45778.0,3.598,0.266,0,Startup,Good,Small,Low
BIZ1334,1,Healthcare,VIC,60686,2285,37088,6607,782,5000,48,1,0,-1.01,0.178,0.038,0.082,30481,30343.0,5.698,0.134,0,Startup,Excellent,Small,Low
BIZ1335,1,Education,QLD,95911,10719,42442,4433,543,18052,60,3,1,5.55,0.104,0.112,0.188,38009,47955.5,7.417,0.521,0,Startup,Fair,Small,Low
BIZ1336,12,Healthcare,SA,143769,10820,111393,69571,368,80074,24,0,0,1.2,0.625,0.075,0.557,41822,11059.15,1.689,0.493,1,Mature,Poor,Medium,Medium
BIZ1337,8,Hospitality,QLD,102348,2135,75435,41371,660,57246,36,1,0,6.42,0.548,0.021,0.559,34064,11372.0,0.466,0.255,0,Established,Good,Medium,Medium
BIZ1338,4,Agriculture,NSW,85475,4621,89641,75824,668,41828,24,3,0,4.02,0.846,0.054,0.489,13817,17095.0,1.381,0.297,0,Established,Good,Small,Medium
BIZ1339,1,Retail,TAS,62629,9366,60937,42496,592,36949,36,5,0,3.08,0.697,0.15,0.59,18441,31314.5,3.167,0.532,0,Startup,Fair,Small,Medium
BIZ1340,5,Transport,TAS,62100,4300,45171,32923,508,30652,36,2,0,4.49,0.729,0.069,0.494,12248,10350.0,1.753,0.525,0,Established,Fair,Small,Medium
BIZ1341,4,Professional Services,TAS,64960,2197,21544,8132,824,5000,24,1,0,6.18,0.377,0.034,0.077,13412,12992.0,5.479,0.123,0,Established,Excellent,Small,Low
BIZ1342,2,Retail,SA,125137,35271,194757,468204,843,26067,48,2,0,2.35,2.404,0.282,0.208,-273447,41712.33,16.906,0.522,0,Startup,Excellent,Small,High
BIZ1343,4,Transport,TAS,49220,3637,38293,86346,766,5000,24,2,0,-3.13,2.255,0.074,0.102,-48053,9844.0,9.07,0.425,0,Established,Excellent,Small,High
BIZ1344,4,Agriculture,NSW,129999,4366,111643,31516,764,13228,12,1,0,6.1,0.282,0.034,0.102,80127,25999.8,4.122,0.155,0,Established,Excellent,Small,Low
BIZ1345,6,Agriculture,QLD,265427,20862,567724,96976,547,45218,48,1,0,1.69,0.171,0.079,0.17,470748,37918.14,5.765,0.43,0,Established,Fair,Small,Low
BIZ1346,7,Professional Services,SA,123994,12409,175066,61903,526,40540,36,3,2,10.18,0.354,0.1,0.327,113163,15499.25,3.825,0.516,0,Established,Fair,Small,Low
BIZ1347,1,Professional Services,QLD,76213,3321,81565,20037,591,39336,36,2,1,0.69,0.246,0.044,0.516,61528,38106.5,1.055,0.413,0,Startup,Fair,Small,Low
BIZ1348,3,Agriculture,SA,39787,3446,32529,18981,594,20851,36,0,0,1.36,0.583,0.087,0.524,13548,9946.75,2.065,0.294,0,Established,Fair,Small,Medium
BIZ1349,6,Transport,QLD,297948,22897,242240,150845,768,115875,36,2,0,4.73,0.623,0.077,0.389,91395,42564.0,2.47,0.217,0,Established,Excellent,Medium,Medium
BIZ1350,5,Healthcare,VIC,43520,2690,41152,28398,797,24392,36,3,0,4.78,0.69,0.062,0.56,12754,7253.33,1.378,0.221,0,Established,Excellent,Small,Medium
BIZ1351,12,IT,QLD,178794,15846,186863,127018,731,58114,36,1,0,3.77,0.68,0.089,0.325,59845,13753.38,3.408,0.211,0,Mature,Good,Medium,Medium
BIZ1352,7,Manufacturing,TAS,154347,8561,352850,276433,543,83188,36,2,1,0.82,0.783,0.055,0.539,76417,19293.38,1.286,0.533,0,Established,Fair,Medium,Medium
BIZ1353,2,Retail,VIC,83638,7024,302009,226317,817,25069,36,1,0,-0.98,0.749,0.084,0.3,75692,27879.33,3.501,0.239,0,Startup,Excellent,Small,Medium
BIZ1354,1,Education,QLD,82118,4852,80022,23571,795,16626,36,1,0,0.47,0.295,0.059,0.202,56451,41059.0,3.645,0.116,0,Startup,Excellent,Small,Low
BIZ1355,7,Retail,SA,30000,3075,15000,2848,540,16620,48,1,0,-2.05,0.19,0.102,0.554,12152,3750.0,2.311,0.522,0,Established,Fair,Small,Low
BIZ1356,1,Education,SA,124373,6401,57526,35496,780,32755,36,3,0,8.69,0.617,0.051,0.263,22030,62186.5,2.442,0.203,0,Startup,Excellent,Small,Medium
BIZ1357,6,Transport,NT,152351,30342,369845,61453,548,49799,36,1,0,-0.57,0.166,0.199,0.327,308392,21764.43,7.614,0.376,0,Established,Fair,Small,Low
BIZ1358,17,Education,SA,46057,3312,58036,23844,418,10633,36,4,2,1.62,0.411,0.072,0.231,34192,2558.72,3.889,0.573,1,Mature,Poor,Small,Low
BIZ1359,6,Professional Services,WA,88514,1198,93577,171651,722,36694,36,1,1,4.58,1.834,0.014,0.415,-78074,12644.86,0.408,0.582,1,Established,Good,Small,High
BIZ1360,3,IT,NSW,101367,8654,75086,67125,738,60543,36,6,0,2.52,0.894,0.085,0.597,7961,25341.75,1.786,0.232,0,Established,Good,Medium,Medium
BIZ1361,7,IT,SA,148627,8093,59622,16731,322,9516,48,2,2,0.73,0.281,0.054,0.064,42891,18578.38,10.617,0.552,1,Established,Poor,Small,Low
BIZ1362,4,Professional Services,VIC,98978,16225,221754,125482,593,53934,36,1,1,2.05,0.566,0.164,0.545,96272,19795.6,3.76,0.406,0,Established,Fair,Medium,Medium
BIZ1363,5,Hospitality,NT,31620,7568,15797,7933,848,5000,48,1,0,0.67,0.502,0.239,0.158,7864,5270.0,18.873,0.099,0,Established,Excellent,Small,Medium
BIZ1364,18,Transport,SA,68121,4452,86390,38624,634,17052,48,2,0,1.74,0.447,0.065,0.25,47766,3585.32,3.261,0.351,0,Mature,Good,Small,Low
BIZ1365,3,Hospitality,WA,115524,27644,43339,12153,723,16489,60,2,0,3.67,0.28,0.239,0.143,31186,28881.0,20.941,0.218,0,Established,Good,Small,Low
BIZ1366,20,Hospitality,TAS,177916,29625,128009,215498,504,83004,36,2,0,-0.61,1.683,0.167,0.467,-87489,8472.19,4.461,0.836,1,Mature,Fair,Medium,High
BIZ1367,15,Retail,VIC,64065,4704,95170,25750,348,5000,60,4,0,5.74,0.271,0.073,0.078,69420,4004.06,11.731,0.579,1,Mature,Poor,Small,Low
BIZ1368,2,Agriculture,WA,456504,41443,321751,110192,599,161792,24,1,1,2.72,0.342,0.091,0.354,211559,152168.0,3.202,0.443,0,Startup,Fair,Medium,Low
BIZ1369,1,Retail,TAS,30000,6046,19690,15647,537,6366,12,1,0,0.75,0.795,0.202,0.212,4043,15000.0,11.848,0.624,0,Startup,Fair,Small,Medium
BIZ1370,1,Agriculture,ACT,66530,8627,54818,32136,546,8217,36,2,0,1.55,0.586,0.13,0.124,22682,33265.0,13.104,0.45,1,Startup,Fair,Small,Medium
BIZ1371,1,Manufacturing,ACT,93141,4927,34209,5529,609,44195,60,1,0,6.0,0.162,0.053,0.474,28680,46570.5,1.393,0.353,1,Startup,Fair,Small,Low
BIZ1372,1,Education,VIC,85774,14989,28141,10091,702,14545,36,3,0,4.96,0.359,0.175,0.17,18050,42887.0,12.871,0.152,0,Startup,Good,Small,Low
BIZ1373,7,Agriculture,QLD,41668,5090,52366,9062,579,7209,24,1,0,3.22,0.173,0.122,0.173,43304,5208.5,8.81,0.294,0,Established,Fair,Small,Low
BIZ1374,1,Professional Services,NSW,135063,15648,85834,200589,811,27187,36,4,0,0.7,2.337,0.116,0.201,-114755,67531.5,7.191,0.431,0,Startup,Excellent,Small,High
BIZ1375,3,Retail,NT,127997,20605,160115,37728,514,47707,36,2,1,4.2,0.236,0.161,0.373,122387,31999.25,5.397,0.641,1,Established,Fair,Small,Low
BIZ1376,12,Transport,NSW,102086,3016,163485,115044,685,42142,36,0,0,2.54,0.704,0.03,0.413,48441,7852.77,0.894,0.302,0,Mature,Good,Small,Medium
BIZ1377,1,Education,WA,124528,14720,209289,292158,414,7432,48,4,1,7.74,1.396,0.118,0.06,-82869,62264.0,24.716,0.785,1,Startup,Poor,Small,High
BIZ1378,11,Manufacturing,TAS,73376,4007,22714,5977,739,13429,60,2,0,2.39,0.263,0.055,0.183,16737,6114.67,3.726,0.196,0,Mature,Good,Small,Low
BIZ1379,2,Agriculture,NSW,31819,5720,17139,29921,303,9133,48,1,1,7.55,1.746,0.18,0.287,-12782,10606.33,7.818,0.811,1,Startup,Poor,Small,High
BIZ1380,1,Manufacturing,TAS,59775,7138,67568,134951,809,13902,24,2,0,3.08,1.997,0.119,0.233,-67383,29887.5,6.412,0.388,1,Startup,Excellent,Small,High
BIZ1381,8,Transport,TAS,110187,18113,125710,275327,767,59092,36,0,0,-0.61,2.19,0.164,0.536,-149617,12243.0,3.831,0.384,0,Established,Excellent,Medium,High
BIZ1382,6,Hospitality,WA,110627,19260,349263,123049,648,53459,36,0,0,12.39,0.352,0.174,0.483,226214,15803.86,4.502,0.375,1,Established,Good,Medium,Low
BIZ1383,13,IT,WA,101616,9693,48261,29091,391,40061,36,4,0,-1.84,0.603,0.095,0.394,19170,7258.29,3.024,0.481,0,Mature,Poor,Small,Medium
BIZ1384,8,Transport,WA,144942,18525,239184,124584,651,34195,24,1,0,-3.43,0.521,0.128,0.236,114600,16104.67,6.769,0.151,0,Established,Good,Small,Medium
BIZ1385,10,Construction,NSW,65722,3971,67275,106885,790,28613,48,1,0,-3.72,1.589,0.06,0.435,-39610,5974.73,1.734,0.462,0,Mature,Excellent,Small,High
BIZ1386,2,Transport,ACT,100576,8592,30777,10431,530,51696,36,1,0,10.72,0.339,0.085,0.514,20346,33525.33,2.077,0.422,0,Startup,Fair,Medium,Low
BIZ1387,2,Manufacturing,WA,147335,21506,86835,43707,731,55568,48,4,0,8.87,0.503,0.146,0.377,43128,49111.67,4.837,0.156,0,Startup,Good,Medium,Medium
BIZ1388,9,Professional Services,NT,93020,7302,89150,33816,832,44784,60,1,0,2.93,0.379,0.078,0.481,55334,9302.0,2.038,0.104,0,Mature,Excellent,Small,Low
BIZ1389,10,Retail,NSW,41343,6976,15000,4102,778,19100,12,6,0,3.8,0.273,0.169,0.462,10898,3758.45,4.562,0.121,0,Mature,Excellent,Small,Low
BIZ1390,25,Professional Services,WA,50360,3494,15000,8827,768,18353,60,2,0,3.25,0.588,0.069,0.364,6173,1936.92,2.378,0.106,0,Mature,Excellent,Small,Medium
BIZ1391,4,Manufacturing,SA,176591,1073,50254,44963,847,39150,48,1,0,-2.81,0.895,0.006,0.222,5291,35318.2,0.342,0.232,1,Established,Excellent,Small,Medium
BIZ1392,3,Retail,TAS,261641,59289,250248,155754,821,120402,36,1,0,6.88,0.622,0.227,0.46,94494,65410.25,6.155,0.245,0,Established,Excellent,Medium,Medium
BIZ1393,9,Construction,NT,224739,7956,137570,75796,704,36798,36,3,1,6.48,0.551,0.035,0.164,61774,22473.9,2.702,0.39,1,Mature,Good,Small,Medium
BIZ1394,3,IT,WA,116135,17805,65547,157428,738,55595,36,2,0,-1.19,2.402,0.153,0.479,-91881,29033.75,4.002,0.444,0,Established,Good,Medium,High
BIZ1395,17,Education,VIC,42523,1977,24499,10232,785,20942,36,1,0,3.48,0.418,0.046,0.492,14267,2362.39,1.179,0.084,0,Mature,Excellent,Small,Low
BIZ1396,12,Manufacturing,TAS,98277,5004,34237,26404,660,49352,36,2,1,2.28,0.771,0.051,0.502,7833,7559.77,1.267,0.351,0,Mature,Good,Small,Medium
BIZ1397,4,Agriculture,TAS,294660,20983,183456,88722,757,91375,12,1,0,1.87,0.484,0.071,0.31,94734,58932.0,2.87,0.081,0,Established,Excellent,Medium,Low
BIZ1398,9,Manufacturing,WA,152198,1452,41801,12580,491,23722,36,0,0,0.46,0.301,0.01,0.156,29221,15219.8,0.765,0.458,0,Mature,Poor,Small,Low
BIZ1399,9,Manufacturing,ACT,85371,17002,142535,112024,530,8950,24,1,0,2.16,0.786,0.199,0.105,30511,8537.1,23.713,0.453,0,Mature,Fair,Small,Medium
BIZ1400,1,Retail,QLD,153282,3593,346428,528470,547,70333,12,2,0,0.92,1.525,0.023,0.459,-182042,76641.0,0.638,0.973,1,Startup,Fair,Medium,High
BIZ1401,14,Healthcare,ACT,40595,1628,15000,11499,577,21817,36,1,0,5.69,0.767,0.04,0.537,3501,2706.33,0.932,0.39,0,Mature,Fair,Small,Medium
BIZ1402,5,Transport,WA,60659,922,37479,31794,552,24746,36,2,1,2.42,0.848,0.015,0.408,5685,10109.83,0.465,0.579,0,Established,Fair,Small,Medium
BIZ1403,11,Healthcare,TAS,46215,1152,29692,5581,667,5975,36,2,0,0.42,0.188,0.025,0.129,24111,3851.25,2.405,0.182,0,Mature,Good,Small,Low
BIZ1404,3,Construction,NT,137132,9412,101114,10467,407,77368,12,1,0,2.42,0.104,0.069,0.564,90647,34283.0,1.52,0.587,1,Established,Poor,Medium,Low
BIZ1405,14,Agriculture,VIC,162734,22733,242993,163277,734,96664,48,0,0,2.08,0.672,0.14,0.594,79716,10848.93,2.939,0.265,0,Mature,Good,Medium,Medium
BIZ1406,3,IT,NT,88638,17957,54862,13044,744,25559,36,2,0,1.95,0.238,0.203,0.288,41818,22159.5,8.778,0.147,0,Established,Good,Small,Low
BIZ1407,1,Hospitality,NT,53580,1706,41605,17251,595,20207,24,3,2,4.53,0.415,0.032,0.377,24354,26790.0,1.055,0.658,1,Startup,Fair,Small,Low
BIZ1408,15,Construction,TAS,97360,2512,476204,239178,555,46487,36,1,0,1.67,0.502,0.026,0.477,237026,6085.0,0.675,0.452,1,Mature,Fair,Small,Medium
BIZ1409,1,Hospitality,ACT,70220,2780,53777,23002,746,31951,36,5,0,0.79,0.428,0.04,0.455,30775,35110.0,1.087,0.283,0,Startup,Good,Small,Low
BIZ1410,3,Hospitality,VIC,56538,6938,133574,20340,822,32921,12,2,0,-1.58,0.152,0.123,0.582,113234,14134.5,2.633,0.135,0,Established,Excellent,Small,Low
BIZ1411,18,IT,NSW,125153,4367,138480,95288,840,14165,36,1,0,2.47,0.688,0.035,0.113,43192,6587.0,3.85,0.136,0,Mature,Excellent,Small,Medium
BIZ1412,19,Professional Services,SA,58070,6155,34104,28947,752,21450,48,1,0,6.24,0.849,0.106,0.369,5157,2903.5,3.585,0.138,0,Mature,Excellent,Small,Medium
BIZ1413,6,Healthcare,TAS,32976,4719,17519,39784,794,14198,48,2,0,2.13,2.271,0.143,0.431,-22265,4710.86,4.151,0.364,0,Established,Excellent,Small,High
BIZ1414,6,Manufacturing,WA,38527,960,31405,21692,641,20787,24,1,0,0.99,0.691,0.025,0.54,9713,5503.86,0.577,0.396,0,Established,Good,Small,Medium
BIZ1415,4,Education,NSW,32135,1163,15000,8295,781,17055,48,1,0,0.23,0.553,0.036,0.531,6705,6427.0,0.852,0.09,0,Established,Excellent,Small,Medium
BIZ1416,3,Hospitality,SA,117390,14332,57235,101047,827,69013,36,0,0,-2.67,1.765,0.122,0.588,-43812,29347.5,2.595,0.485,0,Established,Excellent,Medium,High
BIZ1417,3,Agriculture,WA,109675,20110,69664,39767,847,36372,60,2,0,6.03,0.571,0.183,0.332,29897,27418.75,6.909,0.098,0,Established,Excellent,Small,Medium
BIZ1418,7,Construction,NT,105912,17049,103401,44968,461,53688,12,2,1,3.95,0.435,0.161,0.507,58433,13239.0,3.969,0.644,1,Established,Poor,Medium,Low
BIZ1419,9,Professional Services,QLD,148956,1151,364763,46222,776,42453,36,0,0,4.81,0.127,0.008,0.285,318541,14895.6,0.339,0.143,0,Mature,Excellent,Small,Low
BIZ1420,10,Hospitality,WA,227378,82727,139162,124865,722,64182,36,1,0,3.25,0.897,0.364,0.282,14297,20670.73,16.109,0.297,0,Mature,Good,Medium,Medium
BIZ1421,10,Professional Services,VIC,65212,7963,70425,63236,845,12347,24,3,0,0.08,0.898,0.122,0.189,7189,5928.36,8.054,0.173,0,Mature,Excellent,Small,Medium
BIZ1422,1,Professional Services,VIC,131207,6413,40448,22081,411,65607,48,1,0,1.55,0.546,0.049,0.5,18367,65603.5,1.222,0.459,0,Startup,Poor,Medium,Medium
BIZ1423,5,Hospitality,QLD,32671,4011,50534,39941,516,19347,36,2,0,1.0,0.79,0.123,0.592,10593,5445.17,2.59,0.581,1,Established,Fair,Small,Medium
BIZ1424,1,Retail,NSW,259133,15146,75515,39320,598,49491,12,1,0,1.25,0.521,0.058,0.191,36195,129566.5,3.824,0.448,1,Startup,Fair,Small,Medium
BIZ1425,5,Transport,SA,41300,6285,54592,99668,606,5000,36,0,0,1.27,1.826,0.152,0.121,-45076,6883.33,15.673,0.613,1,Established,Fair,Small,High
BIZ1426,4,Agriculture,WA,60050,3398,46834,25390,494,29937,36,3,0,5.81,0.542,0.057,0.499,21444,12010.0,1.418,0.45,0,Established,Poor,Small,Medium
BIZ1427,14,Manufacturing,VIC,64964,702,49473,17698,837,25409,24,1,0,8.57,0.358,0.011,0.391,31775,4330.93,0.345,0.146,0,Mature,Excellent,Small,Low
BIZ1428,3,Manufacturing,NSW,33914,3827,23188,45685,397,19596,60,5,2,-0.12,1.97,0.113,0.578,-22497,8478.5,2.44,0.828,1,Established,Poor,Small,High
BIZ1429,1,Agriculture,QLD,100992,12729,37874,5574,572,19060,48,5,2,1.99,0.147,0.126,0.189,32300,50496.0,8.343,0.512,0,Startup,Fair,Small,Low
BIZ1430,1,Retail,ACT,114660,14450,44389,25065,585,10212,24,0,0,3.15,0.565,0.126,0.089,19324,57330.0,17.666,0.368,0,Startup,Fair,Small,Medium
BIZ1431,9,Manufacturing,TAS,86457,2847,116928,140697,696,27739,36,3,0,-0.44,1.203,0.033,0.321,-23769,8645.7,1.282,0.359,0,Mature,Good,Small,High
BIZ1432,6,Professional Services,ACT,33584,5025,27693,19557,581,5000,36,3,2,2.66,0.706,0.15,0.149,8136,4797.71,12.531,0.492,1,Established,Fair,Small,Medium
BIZ1433,1,IT,ACT,395683,55445,269368,196068,585,76756,48,3,1,3.55,0.728,0.14,0.194,73300,197841.5,9.028,0.475,1,Startup,Fair,Medium,Medium
BIZ1434,1,Construction,VIC,144996,8331,154894,91176,628,17296,60,0,0,2.27,0.589,0.057,0.119,63718,72498.0,6.017,0.46,0,Startup,Good,Small,Medium
BIZ1435,8,Healthcare,NT,624031,50126,542933,98097,687,108127,36,0,0,4.38,0.181,0.08,0.173,444836,69336.78,5.794,0.122,0,Established,Good,Medium,Low
BIZ1436,1,Manufacturing,NT,56186,11831,28585,7772,404,6089,48,1,0,2.5,0.272,0.211,0.108,20813,28093.0,24.238,0.413,0,Startup,Poor,Small,Low
BIZ1437,11,Agriculture,QLD,193013,17798,691840,601106,508,110914,36,1,0,-6.1,0.869,0.092,0.575,90734,16084.42,2.006,0.47,0,Mature,Fair,Medium,Medium
BIZ1438,8,IT,WA,170329,31433,217497,165882,604,34612,36,2,0,-0.38,0.763,0.185,0.203,51615,18925.44,11.348,0.363,0,Established,Fair,Small,Medium
BIZ1439,1,Hospitality,NT,80547,8615,71170,48007,817,23692,60,6,0,6.8,0.675,0.107,0.294,23163,40273.5,4.543,0.204,0,Startup,Excellent,Small,Medium
BIZ1440,1,Transport,ACT,265066,51886,159463,24147,568,144258,36,0,0,4.06,0.151,0.196,0.544,135316,132533.0,4.496,0.32,0,Startup,Fair,Medium,Low
BIZ1441,25,Agriculture,NT,74325,7006,107781,89152,686,31404,36,1,0,-6.05,0.827,0.094,0.423,18629,2858.65,2.788,0.238,0,Mature,Good,Small,Medium
BIZ1442,3,Professional Services,ACT,76678,12790,39137,24115,532,29898,36,0,0,-2.03,0.616,0.167,0.39,15022,19169.5,5.345,0.477,1,Established,Fair,Small,Medium
BIZ1443,3,Transport,SA,30000,2901,15000,9538,696,13141,24,0,0,4.67,0.636,0.097,0.438,5462,7500.0,2.757,0.287,1,Established,Good,Small,Medium
BIZ1444,11,Construction,VIC,131441,15348,297244,259904,438,66489,36,3,1,0.77,0.874,0.117,0.506,37340,10953.42,2.885,0.748,1,Mature,Poor,Medium,Medium
BIZ1445,18,Construction,VIC,39032,4331,32550,18419,426,20793,60,1,1,-5.61,0.566,0.111,0.533,14131,2054.32,2.602,0.673,1,Mature,Poor,Small,Medium
BIZ1446,25,Retail,WA,67137,990,34768,17970,691,27086,36,3,0,5.68,0.517,0.015,0.403,16798,2582.19,0.457,0.291,0,Mature,Good,Small,Medium
BIZ1447,9,Education,NT,48129,7811,39539,26950,587,25965,48,2,1,4.67,0.682,0.162,0.539,12589,4812.9,3.759,0.48,0,Mature,Fair,Small,Medium
BIZ1448,3,Retail,NT,76392,6013,104166,148498,403,26314,24,2,0,0.01,1.426,0.079,0.344,-44332,19098.0,2.855,0.942,1,Established,Poor,Small,High
BIZ1449,1,IT,TAS,134687,7298,160085,39277,694,27275,36,1,0,6.24,0.245,0.054,0.203,120808,67343.5,3.343,0.179,0,Startup,Good,Small,Low
BIZ1450,10,Transport,NSW,99488,3391,146144,254696,797,53130,60,1,0,0.13,1.743,0.034,0.534,-108552,9044.36,0.798,0.395,0,Mature,Excellent,Medium,High
BIZ1451,5,Education,SA,162226,1287,62756,18994,596,56423,36,2,1,0.63,0.303,0.008,0.348,43762,27037.67,0.285,0.449,0,Established,Fair,Medium,Low
BIZ1452,4,Hospitality,VIC,239411,59155,346426,168558,637,131287,24,1,0,1.04,0.487,0.247,0.548,177868,47882.2,5.632,0.387,1,Established,Good,Medium,Low
BIZ1453,15,Professional Services,SA,76255,8796,56072,134264,755,5497,36,1,0,-3.19,2.394,0.115,0.072,-78192,4765.94,19.956,0.351,0,Mature,Excellent,Small,High
BIZ1454,1,Transport,VIC,70615,4546,60989,27809,792,18969,36,3,0,3.74,0.456,0.064,0.269,33180,35307.5,2.994,0.159,0,Startup,Excellent,Small,Low
BIZ1455,5,Retail,SA,192993,12837,326474,175424,624,110255,24,2,0,4.06,0.537,0.067,0.571,151050,32165.5,1.455,0.431,1,Established,Good,Medium,Medium
BIZ1456,1,Healthcare,QLD,204011,30269,254629,395168,731,38212,48,2,0,1.12,1.552,0.148,0.187,-140539,102005.5,9.898,0.445,1,Startup,Good,Small,High
BIZ1457,4,Education,ACT,165779,18130,167550,387074,344,94136,60,1,0,4.62,2.31,0.109,0.568,-219524,33155.8,2.407,0.657,1,Established,Poor,Medium,High
BIZ1458,1,Education,VIC,50689,3392,15000,29146,730,29128,36,2,0,-2.27,1.943,0.067,0.575,-14146,25344.5,1.455,0.448,0,Startup,Good,Small,High
